city,category,window,count,activity_ratio,z_score,trend,stability_score,action,confidence,confidence_score,reason,data_source
boston,infrastructure,2026-04-20 01:00:00,0,0.0,-0.764,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-20 01:00:00,0,0.0,-1.408,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-20 01:00:00,0,0.0,-0.949,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-20 01:00:00,0,0.0,-1.309,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-20 07:00:00,2,1.111,0.137,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-20 07:00:00,0,0.0,-0.749,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-20 07:00:00,3,1.297,0.414,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-20 07:00:00,0,0.0,-0.931,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-20 07:00:00,2,0.981,-0.024,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-20 13:00:00,3,1.678,0.841,rising,0.167,DEFER,MEDIUM,0.418,"Activity elevated (1.68x baseline, z=+0.8σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-20 13:00:00,2,2.0,1.024,rising,0.667,DEFER,MEDIUM,0.467,"Activity elevated (2.00x baseline, z=+1.0σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-20 13:00:00,2,0.859,-0.197,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-20 13:00:00,0,0.0,-0.94,rising,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-20 13:00:00,4,1.955,1.237,rising,0.667,DEFER,MEDIUM,0.52,"Activity elevated (1.95x baseline, z=+1.2σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-20 19:00:00,0,0.0,-1.252,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-20 19:00:00,1,1.0,0.104,stable,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-20 19:00:00,3,1.287,0.404,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-20 19:00:00,2,1.914,0.845,rising,0.333,DEFER,MEDIUM,0.454,"Activity elevated (1.91x baseline, z=+0.8σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-20 19:00:00,1,0.49,-0.66,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-21 01:00:00,2,1.123,0.153,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-21 01:00:00,1,1.0,0.109,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-21 01:00:00,0,0.0,-1.401,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-21 01:00:00,0,0.0,-0.932,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-21 01:00:00,1,0.492,-0.656,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-21 07:00:00,1,0.572,-0.529,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-21 07:00:00,0,0.0,-0.767,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-21 07:00:00,1,0.442,-0.774,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-21 07:00:00,0,0.0,-0.921,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-21 07:00:00,1,0.502,-0.637,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-21 13:00:00,4,2.284,1.596,stable,0.5,DEFER,MEDIUM,0.439,"Activity elevated (2.28x baseline, z=+1.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-21 13:00:00,0,0.0,-0.768,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-21 13:00:00,5,2.223,1.694,rising,0.5,DEFER,MEDIUM,0.5,"Activity elevated (2.22x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-21 13:00:00,3,2.835,1.716,rising,0.5,DEFER,MEDIUM,0.622,"Activity elevated (2.84x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-21 13:00:00,3,1.5,0.641,rising,0.667,DEFER,LOW,0.392,"Activity elevated (1.50x baseline, z=+0.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-21 19:00:00,3,1.676,0.849,stable,0.833,DEFER,MEDIUM,0.465,"Activity elevated (1.68x baseline, z=+0.8σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-21 19:00:00,2,2.0,1.01,stable,0.5,DEFER,LOW,0.367,"Activity elevated (2.00x baseline, z=+1.0σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-21 19:00:00,2,0.881,-0.168,stable,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-21 19:00:00,0,0.0,-0.945,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-21 19:00:00,5,2.5,1.931,rising,0.5,DEFER,MEDIUM,0.658,"Activity elevated (2.50x baseline, z=+1.9σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-22 01:00:00,0,0.0,-1.26,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-22 01:00:00,0,0.0,-0.793,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-22 01:00:00,0,0.0,-1.397,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-22 01:00:00,0,0.0,-0.949,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-22 01:00:00,0,0.0,-1.304,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-22 07:00:00,0,0.0,-1.244,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-22 07:00:00,1,1.0,0.114,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-22 07:00:00,2,0.902,-0.135,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-22 07:00:00,0,0.0,-0.932,stable,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-22 07:00:00,1,0.503,-0.639,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-22 13:00:00,0,0.0,-1.239,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-22 13:00:00,0,0.0,-0.781,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-22 13:00:00,2,0.901,-0.136,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-22 13:00:00,0,0.0,-0.941,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-22 13:00:00,3,1.5,0.648,falling,0.667,DEFER,LOW,0.242,"Activity elevated (1.50x baseline, z=+0.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-22 19:00:00,3,1.715,0.886,rising,0.5,DEFER,MEDIUM,0.424,"Activity elevated (1.72x baseline, z=+0.9σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-22 19:00:00,1,1.0,0.125,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-22 19:00:00,6,2.701,2.356,rising,0.5,DEFER,MEDIUM,0.632,"Activity elevated (2.70x baseline, z=+2.4σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-22 19:00:00,4,3.712,2.571,rising,0.5,DEFER,MEDIUM,0.617,"Activity elevated (3.71x baseline, z=+2.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-22 19:00:00,4,2.0,1.295,stable,0.333,DEFER,MEDIUM,0.483,"Activity elevated (2.00x baseline, z=+1.3σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-23 01:00:00,0,0.0,-1.237,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-23 01:00:00,1,1.0,0.123,stable,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-23 01:00:00,0,0.0,-1.395,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-23 01:00:00,0,0.0,-0.956,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-23 01:00:00,0,0.0,-1.297,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-23 07:00:00,0,0.0,-1.222,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-23 07:00:00,0,0.0,-0.759,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-23 07:00:00,0,0.0,-1.383,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-23 07:00:00,0,0.0,-0.939,stable,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-23 07:00:00,0,0.0,-1.28,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-23 13:00:00,1,0.585,-0.507,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-23 13:00:00,1,1.0,0.139,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-23 13:00:00,2,0.902,-0.136,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-23 13:00:00,1,0.938,-0.058,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-23 13:00:00,3,1.532,0.682,rising,0.5,DEFER,MEDIUM,0.426,"Activity elevated (1.53x baseline, z=+0.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-23 19:00:00,4,2.341,1.642,rising,0.333,DEFER,MEDIUM,0.548,"Activity elevated (2.34x baseline, z=+1.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-23 19:00:00,1,1.0,0.136,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-23 19:00:00,4,1.802,1.115,stable,0.667,DEFER,LOW,0.337,"Activity elevated (1.80x baseline, z=+1.1σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-23 19:00:00,4,3.676,2.56,stable,0.833,DEFER,MEDIUM,0.547,"Activity elevated (3.68x baseline, z=+2.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-23 19:00:00,2,1.014,0.018,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-24 01:00:00,1,0.582,-0.514,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-24 01:00:00,0,0.0,-0.752,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-24 01:00:00,0,0.0,-1.394,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-24 01:00:00,0,0.0,-0.961,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-24 01:00:00,1,0.507,-0.641,stable,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-24 07:00:00,0,0.0,-1.222,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-24 07:00:00,0,0.0,-0.737,stable,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-24 07:00:00,0,0.0,-1.379,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-24 07:00:00,0,0.0,-0.959,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-24 07:00:00,0,0.0,-1.292,stable,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-24 13:00:00,4,2.345,1.65,rising,0.5,DEFER,MEDIUM,0.548,"Activity elevated (2.34x baseline, z=+1.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-24 13:00:00,2,2.0,1.057,rising,0.333,DEFER,MEDIUM,0.467,"Activity elevated (2.00x baseline, z=+1.1σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-24 13:00:00,2,0.909,-0.127,rising,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-24 13:00:00,2,1.836,0.798,rising,0.333,DEFER,MEDIUM,0.472,"Activity elevated (1.84x baseline, z=+0.8σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-24 13:00:00,3,1.524,0.678,rising,0.667,DEFER,MEDIUM,0.425,"Activity elevated (1.52x baseline, z=+0.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-24 19:00:00,7,4.105,3.815,stable,0.167,DEFER,MEDIUM,0.693,"Activity elevated (4.10x baseline, z=+3.8σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-24 19:00:00,2,2.0,1.063,stable,0.167,DEFER,MEDIUM,0.483,"Activity elevated (2.00x baseline, z=+1.1σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-24 19:00:00,5,2.25,1.741,rising,0.833,DEFER,MEDIUM,0.564,"Activity elevated (2.25x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-24 19:00:00,3,2.734,1.666,rising,0.333,DEFER,HIGH,0.723,"Activity elevated (2.73x baseline, z=+1.7σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-24 19:00:00,1,0.506,-0.642,stable,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-25 01:00:00,1,0.578,-0.522,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-25 01:00:00,1,1.0,0.168,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-25 01:00:00,0,0.0,-1.405,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-25 01:00:00,0,0.0,-0.963,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-25 01:00:00,0,0.0,-1.297,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-25 07:00:00,1,0.585,-0.51,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-25 07:00:00,0,0.0,-0.716,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-25 07:00:00,2,0.907,-0.129,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-25 07:00:00,1,0.917,-0.079,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-25 07:00:00,1,0.508,-0.632,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-25 13:00:00,1,0.582,-0.515,stable,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-25 13:00:00,3,3.0,1.962,stable,0.833,DEFER,MEDIUM,0.547,"Activity elevated (3.00x baseline, z=+2.0σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-25 13:00:00,4,1.794,1.102,rising,1.0,DEFER,MEDIUM,0.466,"Activity elevated (1.79x baseline, z=+1.1σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-25 13:00:00,3,2.785,1.69,rising,0.333,DEFER,MEDIUM,0.614,"Activity elevated (2.78x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-25 13:00:00,7,3.548,3.294,rising,0.5,DEFER,HIGH,0.707,"Activity elevated (3.55x baseline, z=+3.3σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-25 19:00:00,4,2.379,1.683,rising,0.333,DEFER,MEDIUM,0.553,"Activity elevated (2.38x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-25 19:00:00,2,2.0,1.057,falling,0.333,DEFER,MEDIUM,0.403,"Activity elevated (2.00x baseline, z=+1.1σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-25 19:00:00,4,1.799,1.105,stable,0.833,DEFER,MEDIUM,0.453,"Activity elevated (1.80x baseline, z=+1.1σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-25 19:00:00,0,0.0,-0.937,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-25 19:00:00,5,2.53,2.006,stable,0.833,DEFER,MEDIUM,0.623,"Activity elevated (2.53x baseline, z=+2.0σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-26 01:00:00,0,0.0,-1.218,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-26 01:00:00,0,0.0,-0.727,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-26 01:00:00,0,0.0,-1.386,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-26 01:00:00,0,0.0,-0.937,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-26 01:00:00,0,0.0,-1.308,falling,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-26 07:00:00,0,0.0,-1.219,stable,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-26 07:00:00,1,1.0,0.17,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-26 07:00:00,0,0.0,-1.381,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-26 07:00:00,1,0.936,-0.06,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-26 07:00:00,1,0.503,-0.647,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-26 13:00:00,0,0.0,-1.236,falling,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-26 13:00:00,0,0.0,-0.721,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-26 13:00:00,0,0.0,-1.382,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-26 13:00:00,3,2.831,1.71,stable,0.667,DEFER,MEDIUM,0.521,"Activity elevated (2.83x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-26 13:00:00,1,0.505,-0.644,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-26 19:00:00,6,3.6,3.195,rising,0.5,DEFER,MEDIUM,0.647,"Activity elevated (3.60x baseline, z=+3.2σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-26 19:00:00,2,2.0,1.083,rising,0.5,DEFER,MEDIUM,0.467,"Activity elevated (2.00x baseline, z=+1.1σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-26 19:00:00,6,2.663,2.293,rising,1.0,DEFER,MEDIUM,0.596,"Activity elevated (2.66x baseline, z=+2.3σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-26 19:00:00,3,2.847,1.711,rising,0.5,DEFER,HIGH,0.71,"Activity elevated (2.85x baseline, z=+1.7σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-26 19:00:00,7,3.58,3.337,rising,0.333,DEFER,MEDIUM,0.677,"Activity elevated (3.58x baseline, z=+3.3σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-27 01:00:00,0,0.0,-1.225,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-27 01:00:00,0,0.0,-0.684,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-27 01:00:00,0,0.0,-1.379,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-27 01:00:00,0,0.0,-0.925,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-27 01:00:00,0,0.0,-1.295,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-27 07:00:00,4,2.37,1.682,rising,0.167,DEFER,MEDIUM,0.522,"Activity elevated (2.37x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-27 07:00:00,1,1.0,0.213,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-27 07:00:00,1,0.445,-0.766,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-27 07:00:00,0,0.0,-0.925,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-27 07:00:00,9,4.513,4.589,rising,0.333,DEFER,MEDIUM,0.677,"Activity elevated (4.51x baseline, z=+4.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-27 13:00:00,2,1.187,0.231,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-27 13:00:00,3,3.0,1.994,rising,0.5,DEFER,MEDIUM,0.617,"Activity elevated (3.00x baseline, z=+2.0σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-27 13:00:00,2,0.888,-0.156,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-27 13:00:00,0,0.0,-0.938,stable,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-27 13:00:00,3,1.48,0.63,falling,0.333,DEFER,LOW,0.325,"Activity elevated (1.48x baseline, z=+0.6σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-27 19:00:00,2,1.181,0.225,stable,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-27 19:00:00,0,0.0,-0.705,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-27 19:00:00,2,0.883,-0.163,stable,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-27 19:00:00,1,0.926,-0.07,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-27 19:00:00,3,1.467,0.615,falling,0.5,DEFER,MEDIUM,0.44,"Elevated activity (1.47x baseline) confirmed across 3 windows, but below ACT threshold (1.75x). Monitoring for escalation.",synthetic
boston,housing,2026-04-28 01:00:00,2,1.167,0.209,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-28 01:00:00,0,0.0,-0.7,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
